relpath	family	optype	label	topic	text
COMP/bulletsolverCOMP/example15	COMP	bulletsolverCOMP	Bullet Solver	recycler	What goes out, comes back in. via the Limit CHOP in recycler/bsolver1 that loops position of the instances. recycler/colliders are the black stationary collision objects. Also, a fraction of the wood blocks are not affected by the wind force. The samples in recycler/bsolver1 are split off in to 2 groups, some affected by wind, the rest not. Anthough this is a 2D sim, some boxes are forced to move in Z if the tz slider is moved. A collision box, recycler/cambox at the camera prevents blocks going through camera. cambox is included in the Bullet Solver COMP's collision objects parameter. The primitive collision sounds suck, so they are turned off. But you can see that there is a channel indicating that an instance is colliding with something else. WHen running the sim, pause it by making the sim speed = 0. default sim is 2D, change Dimension on solver to 3D and press Go. recycler/bsolver1/math_dampen slows things down by .2% per cook (mult by .998), like the effect of wind friction. (It's technically more correct to make it 1 - .002 * number_of_frames_of_timeslice.)
COMP/bulletsolverCOMP/example16	COMP	bulletsolverCOMP	Bullet Solver	chain	This example shows how to make dynamic concave collision bodies. To do this a compound collision shape is used out of 4 boxes in bsolver1/actor1/geo1. These are merged together to be used as an input to the torus, which will be used for display/rendering only. The toruses are instanced using a Line SOP.
COMP/bulletsolverCOMP/example17	COMP	bulletsolverCOMP	Bullet Solver	simple force	Bring up a floating viewer of playWithForces (rclick -> View...) Go into playWithForces. on bsolver1, click Init Sim, then Start Sim. Due to force1, the box will move vertically. Turn off Active parameter on force1. Click Start Sim again. Turn on the Active parameter of force2. Because the Relative Position parameter of force2 is set to +1 in X, and the force is in +y, it will push up on the right side of the box, and cause it to rotate around the Z-axis. Make force2 Active off. Start Sim again. Turn on Active of force3. This will make it rotate only, as Torque is set to +Z.
COMP/bulletsolverCOMP/example18	COMP	bulletsolverCOMP	Bullet Solver	collide callback	This shows how to use the collision callback to create a simple repeating body emission. The onCollision() callback on the Bullet Solver COMP creates the emission looping effect. Once a body collides with the floor, its position is set to a new random position. A copied Circle SOP is used to create the bodies on the Actor COMP. bsolver1's Info CHOP 'timer_seconds' channel regulates the number of points visible in the first few seconds.
COMP/buttonCOMP/example1	COMP	buttonCOMP	Button	radio buttons	"""""""The container1 COMP contains 4 Button COMPS, their Button Type set to """"""""radio down"""""""". Values from all buttons are read using a Parameter CHOP, and then converted to a single output value using a Fan CHOP."""""""
COMP/buttonCOMP/example2	COMP	buttonCOMP	Button	radio buttons using a DAT	"""""""Normally for buttons to behave as radio buttons, they all need to be located in the same component. If you specify a Button Group DAT which has the paths to all buttons, you can spread the buttons throughout your network while still having them behave as linked radio buttons. In this example, container1 COMP contains 8 buttons in different components. A """"""""buttonList"""""""" DAT with paths to all buttons is generated usng an OP Find DAT. Notice all Button COMPs also have their Button Group DAT parameter set to that same buttonList DAT. Values from all buttons are read using a Parameter CHOP, and then converted to a single output value using a Fan CHOP."""""""
COMP/cameraCOMP/example1	COMP	cameraCOMP	Camera	ortho perspective	A perspective camera will cause objects farther away to be smaller, while an orthographic camera shows no size difference regardless of how far away the object is. Look at the sopRender component in the Palette (Tools/sopRender).
COMP/camerablendCOMP/example1	COMP	camerablendCOMP	Camera Blend	camera blend	The Camera Blend COMP will blend both the camera's transforms as well as the projection types. In this example we are blending between a perspective and an orthographic projection
COMP/containerCOMP/example1	COMP	containerCOMP	Container	fill proportional	"""""""In grid, we want to arrange 5 panels vertically, with each component occupying some fraction of the height. The children panels in """"""""grid"""""""" fit the width of the parent because their Horizontal Mode is set to Fill, and on """"""""grid""""""""'s Children page, Align is set to Top to Bottom. Note that all 5 panels in """"""""grid"""""""" are clones of container1. (They don't have to be) Then vertically, we want each container1-container5 to occupy a different fraction of the vertical space. So you set their Vertical Mode to Fill, and each container has a different Vertical Fill weight, like .1, .2 etc. The Vertical Fill Weights of all 5 don't have to add up to 1, they are just proportional. Their order is determined by the component's Align Order parameter, where the lowest number is first. If some nodes have the same Align Order parameter value as it does here (they are default 0), it then uses the alphanumeric node name to determine the order, where container3 follows container2. container1 is at the bottom because """"""""grid""""""""'s Align menu is Bottom to Top. Because each container1-container5 have their width and height set in this way, their X, Y, Width and Height parameters are disabled. You can still get their computed values by using these python members, say for container2: container2.x, container2.y, container2.width, container2.height. That's how you see their resolutions in the text of the component. You can bring up grid in a floating window and pull the edges of its window to resize the container, and the enclosed container1-container5 will adjust accordingly."""""""
COMP/containerCOMP/example2	COMP	containerCOMP	Container	anchors sizing	We again want to fill the panel vertically with 5 containers inside, but on container1-container4, this uses Anchor parameters to specify the exact fraction of the height of the parent, and container5 is set to Fill the rest of the vertical space. It still uses the Top to Bottom setting of the parent to position each container. Change container3's Top Anchor parameter. You can also specify the sizes in pixels using Top Offset.
COMP/containerCOMP/example3	COMP	containerCOMP	Container	swipe touch screen	Here are two touchscreen Slider panels. One for Horizontal and one for Vertical. All the touch screen (and/or mouse) swiping is done inside the swipe container which is an overlay over the actual content. The swipe container has an extension which mainly records if a swipe or a click has occurred. If a click has occurred, it is being send from the MultiTouchIn DAT to the content container. Otherwise the interaction is solely handled by the swipe network.
COMP/containerCOMP/example4	COMP	containerCOMP	Container	drag drop	"""""""container was switched on Drag/Drop to Use Drag/Drop Callbacks. Clicked """"""""Add"""""""" and DAT was created inside. code was added to container1/dragdrop: def onDropGetResults(comp, info): ... print(info['dragItems'][0].name) op('select1').par.top = info['dragItems'][0] """"""""info"""""""" contains a dictionary of the results. Drag-drop the Movie File In TOPs to the viewer of container1 to run the code."""""""
COMP/containerCOMP/example5	COMP	containerCOMP	Container	re-size from window	rclick on container1 and select View... pull the edges and corner of its window to resize the container. This will change the width and height parameters. The enclosed boxes will adjust accordingly. The key is to set 2 parameters in the top container: - Layout page - Size from Window: on - Panel page - Flaoting Viewer Aspect: Unconstrained Then re-open the floating window.
